,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
5710,2004,9,indianapolis,panis,1966-09-02,French,toyota,8,6067448.0,Finished,4.0,5
5711,2004,9,indianapolis,raikkonen,1979-10-17,Finnish,mclaren,7,,+1 Lap,3.0,6
5712,2004,9,indianapolis,coulthard,1971-03-27,British,mclaren,12,,+1 Lap,2.0,7
5713,2004,9,indianapolis,baumgartner,1981-01-01,Hungarian,minardi,19,,+3 Laps,1.0,8
5714,2004,9,indianapolis,fisichella,1973-01-14,Italian,sauber,14,,+8 Laps,0.0,9
5715,2004,9,indianapolis,webber,1976-08-27,Australian,jaguar,10,,Engine,0.0,10
5716,2004,9,indianapolis,montoya,1975-09-20,Colombian,williams,5,,Disqualified,0.0,11
5717,2004,9,indianapolis,heidfeld,1977-05-10,German,jordan,16,,Engine,0.0,12
5718,2004,9,indianapolis,button,1980-01-19,British,bar,4,,Gearbox,0.0,13
5719,2004,9,indianapolis,matta,1973-09-19,Brazilian,toyota,11,,Gearbox,0.0,14
5720,2004,9,indianapolis,ralf_schumacher,1975-06-30,German,williams,6,,Tyre,0.0,15
5721,2004,9,indianapolis,alonso,1981-07-29,Spanish,renault,9,,Tyre,0.0,16
5722,2004,9,indianapolis,klien,1983-02-07,Austrian,jaguar,13,,Collision,0.0,17
5723,2004,9,indianapolis,massa,1981-04-25,Brazilian,sauber,15,,Collision,0.0,18
5724,2004,9,indianapolis,pantano,1979-02-04,Italian,jordan,17,,Collision,0.0,19
5725,2004,9,indianapolis,bruni,1981-05-30,Italian,minardi,18,,Collision,0.0,20
5726,2004,10,magny_cours,michael_schumacher,1969-01-03,German,ferrari,2,5418133.0,Finished,10.0,1
5727,2004,10,magny_cours,alonso,1981-07-29,Spanish,renault,1,5426462.0,Finished,8.0,2
5728,2004,10,magny_cours,barrichello,1972-05-23,Brazilian,ferrari,10,5449755.0,Finished,6.0,3
5729,2004,10,magny_cours,trulli,1974-07-13,Italian,renault,5,5450215.0,Finished,5.0,4
5730,2004,10,magny_cours,button,1980-01-19,British,bar,4,5450615.0,Finished,4.0,5
5731,2004,10,magny_cours,coulthard,1971-03-27,British,mclaren,3,5453653.0,Finished,3.0,6
5732,2004,10,magny_cours,raikkonen,1979-10-17,Finnish,mclaren,9,5454363.0,Finished,2.0,7
5733,2004,10,magny_cours,montoya,1975-09-20,Colombian,williams,6,5461552.0,Finished,1.0,8
5734,2004,10,magny_cours,webber,1976-08-27,Australian,jaguar,12,5470527.0,Finished,0.0,9
5735,2004,10,magny_cours,gene,1974-03-29,Spanish,williams,8,5476299.0,Finished,0.0,10
5736,2004,10,magny_cours,klien,1983-02-07,Austrian,jaguar,13,,+1 Lap,0.0,11
5737,2004,10,magny_cours,fisichella,1973-01-14,Italian,sauber,15,,+1 Lap,0.0,12
5738,2004,10,magny_cours,massa,1981-04-25,Brazilian,sauber,16,,+1 Lap,0.0,13
5739,2004,10,magny_cours,matta,1973-09-19,Brazilian,toyota,11,,+1 Lap,0.0,14
5740,2004,10,magny_cours,panis,1966-09-02,French,toyota,14,,+2 Laps,0.0,15
5741,2004,10,magny_cours,heidfeld,1977-05-10,German,jordan,17,,+2 Laps,0.0,16
5742,2004,10,magny_cours,pantano,1979-02-04,Italian,jordan,18,,+3 Laps,0.0,17
5743,2004,10,magny_cours,bruni,1981-05-30,Italian,minardi,19,,+4 Laps,0.0,18
5744,2004,10,magny_cours,baumgartner,1981-01-01,Hungarian,minardi,20,,Spun off,0.0,19
5745,2004,10,magny_cours,sato,1977-01-28,Japanese,bar,7,,Engine,0.0,20
5746,2004,11,silverstone,michael_schumacher,1969-01-03,German,ferrari,4,5082700.0,Finished,10.0,1
5747,2004,11,silverstone,raikkonen,1979-10-17,Finnish,mclaren,1,5084830.0,Finished,8.0,2
5748,2004,11,silverstone,barrichello,1972-05-23,Brazilian,ferrari,2,5085814.0,Finished,6.0,3
5749,2004,11,silverstone,button,1980-01-19,British,bar,3,5093383.0,Finished,5.0,4
5750,2004,11,silverstone,montoya,1975-09-20,Colombian,williams,7,5094873.0,Finished,4.0,5
5751,2004,11,silverstone,fisichella,1973-01-14,Italian,sauber,20,5095588.0,Finished,3.0,6
5752,2004,11,silverstone,coulthard,1971-03-27,British,mclaren,6,5102368.0,Finished,2.0,7
5753,2004,11,silverstone,webber,1976-08-27,Australian,jaguar,9,5106401.0,Finished,1.0,8
5754,2004,11,silverstone,massa,1981-04-25,Brazilian,sauber,10,5106723.0,Finished,0.0,9
5755,2004,11,silverstone,alonso,1981-07-29,Spanish,renault,16,5107535.0,Finished,0.0,10
5756,2004,11,silverstone,sato,1977-01-28,Japanese,bar,8,5116436.0,Finished,0.0,11
5757,2004,11,silverstone,gene,1974-03-29,Spanish,williams,11,5117003.0,Finished,0.0,12
5758,2004,11,silverstone,matta,1973-09-19,Brazilian,toyota,12,,+1 Lap,0.0,13
5759,2004,11,silverstone,klien,1983-02-07,Austrian,jaguar,13,,+1 Lap,0.0,14
5760,2004,11,silverstone,heidfeld,1977-05-10,German,jordan,15,,+1 Lap,0.0,15
5761,2004,11,silverstone,bruni,1981-05-30,Italian,minardi,18,,+4 Laps,0.0,16
5762,2004,11,silverstone,pantano,1979-02-04,Italian,jordan,14,,Spun off,0.0,17
5763,2004,11,silverstone,trulli,1974-07-13,Italian,renault,5,,Accident,0.0,18
5764,2004,11,silverstone,baumgartner,1981-01-01,Hungarian,minardi,19,,Engine,0.0,19
5765,2004,11,silverstone,panis,1966-09-02,French,toyota,17,,Accident,0.0,20
5766,2004,12,hockenheimring,michael_schumacher,1969-01-03,German,ferrari,1,5034848.0,Finished,10.0,1
5767,2004,12,hockenheimring,button,1980-01-19,British,bar,13,5043236.0,Finished,8.0,2
5768,2004,12,hockenheimring,alonso,1981-07-29,Spanish,renault,5,5051199.0,Finished,6.0,3
5769,2004,12,hockenheimring,coulthard,1971-03-27,British,mclaren,4,5054079.0,Finished,5.0,4
5770,2004,12,hockenheimring,montoya,1975-09-20,Colombian,williams,2,5057903.0,Finished,4.0,5
5771,2004,12,hockenheimring,webber,1976-08-27,Australian,jaguar,11,5075956.0,Finished,3.0,6
5772,2004,12,hockenheimring,pizzonia,1980-09-11,Brazilian,williams,10,5076804.0,Finished,2.0,7
5773,2004,12,hockenheimring,sato,1977-01-28,Japanese,bar,8,5081690.0,Finished,1.0,8
5774,2004,12,hockenheimring,fisichella,1973-01-14,Italian,sauber,14,5101950.0,Finished,0.0,9
5775,2004,12,hockenheimring,klien,1983-02-07,Austrian,jaguar,12,5103426.0,Finished,0.0,10
5776,2004,12,hockenheimring,trulli,1974-07-13,Italian,renault,6,5105106.0,Finished,0.0,11
5777,2004,12,hockenheimring,barrichello,1972-05-23,Brazilian,ferrari,7,5108100.0,Finished,0.0,12
5778,2004,12,hockenheimring,massa,1981-04-25,Brazilian,sauber,16,,+1 Lap,0.0,13
5779,2004,12,hockenheimring,panis,1966-09-02,French,toyota,9,,+1 Lap,0.0,14
5780,2004,12,hockenheimring,pantano,1979-02-04,Italian,jordan,17,,+3 Laps,0.0,15
5781,2004,12,hockenheimring,baumgartner,1981-01-01,Hungarian,minardi,20,,+4 Laps,0.0,16
5782,2004,12,hockenheimring,bruni,1981-05-30,Italian,minardi,19,,+4 Laps,0.0,17
5783,2004,12,hockenheimring,heidfeld,1977-05-10,German,jordan,18,,Handling,0.0,18
5784,2004,12,hockenheimring,matta,1973-09-19,Brazilian,toyota,15,,Puncture,0.0,19
5785,2004,12,hockenheimring,raikkonen,1979-10-17,Finnish,mclaren,3,,Rear wing,0.0,20
5786,2004,13,hungaroring,michael_schumacher,1969-01-03,German,ferrari,1,5726131.0,Finished,10.0,1
5787,2004,13,hungaroring,barrichello,1972-05-23,Brazilian,ferrari,2,5730827.0,Finished,8.0,2
5788,2004,13,hungaroring,alonso,1981-07-29,Spanish,renault,5,5770730.0,Finished,6.0,3
5789,2004,13,hungaroring,montoya,1975-09-20,Colombian,williams,7,5788744.0,Finished,5.0,4
5790,2004,13,hungaroring,button,1980-01-19,British,bar,4,5793570.0,Finished,4.0,5
5791,2004,13,hungaroring,sato,1977-01-28,Japanese,bar,3,,+1 Lap,3.0,6
5792,2004,13,hungaroring,pizzonia,1980-09-11,Brazilian,williams,6,,+1 Lap,2.0,7
5793,2004,13,hungaroring,fisichella,1973-01-14,Italian,sauber,8,,+1 Lap,1.0,8
5794,2004,13,hungaroring,coulthard,1971-03-27,British,mclaren,12,,+1 Lap,0.0,9
5795,2004,13,hungaroring,webber,1976-08-27,Australian,jaguar,11,,+1 Lap,0.0,10
5796,2004,13,hungaroring,panis,1966-09-02,French,toyota,13,,+1 Lap,0.0,11
5797,2004,13,hungaroring,heidfeld,1977-05-10,German,jordan,16,,+2 Laps,0.0,12
5798,2004,13,hungaroring,klien,1983-02-07,Austrian,jaguar,14,,+2 Laps,0.0,13
5799,2004,13,hungaroring,bruni,1981-05-30,Italian,minardi,19,,+4 Laps,0.0,14
5800,2004,13,hungaroring,baumgartner,1981-01-01,Hungarian,minardi,18,,+5 Laps,0.0,15
5801,2004,13,hungaroring,pantano,1979-02-04,Italian,jordan,17,,Gearbox,0.0,16
5802,2004,13,hungaroring,trulli,1974-07-13,Italian,renault,9,,Engine,0.0,17
5803,2004,13,hungaroring,zonta,1976-03-23,Brazilian,toyota,15,,Electronics,0.0,18
5804,2004,13,hungaroring,massa,1981-04-25,Brazilian,sauber,20,,Brakes,0.0,19
5805,2004,13,hungaroring,raikkonen,1979-10-17,Finnish,mclaren,10,,Electrical,0.0,20
5806,2004,14,spa,raikkonen,1979-10-17,Finnish,mclaren,10,5555274.0,Finished,10.0,1
5807,2004,14,spa,michael_schumacher,1969-01-03,German,ferrari,2,5558406.0,Finished,8.0,2
5808,2004,14,spa,barrichello,1972-05-23,Brazilian,ferrari,6,5559645.0,Finished,6.0,3
5809,2004,14,spa,massa,1981-04-25,Brazilian,sauber,8,5567778.0,Finished,5.0,4
5810,2004,14,spa,fisichella,1973-01-14,Italian,sauber,5,5569378.0,Finished,4.0,5
5811,2004,14,spa,klien,1983-02-07,Austrian,jaguar,13,5569888.0,Finished,3.0,6
5812,2004,14,spa,coulthard,1971-03-27,British,mclaren,4,5573244.0,Finished,2.0,7
5813,2004,14,spa,panis,1966-09-02,French,toyota,9,5573967.0,Finished,1.0,8
5814,2004,14,spa,trulli,1974-07-13,Italian,renault,1,5577389.0,Finished,0.0,9
5815,2004,14,spa,zonta,1976-03-23,Brazilian,toyota,20,,Engine,0.0,10
5816,2004,14,spa,heidfeld,1977-05-10,German,jordan,16,,+4 Laps,0.0,11
5817,2004,14,spa,montoya,1975-09-20,Colombian,williams,11,,Tyre,0.0,12
5818,2004,14,spa,pizzonia,1980-09-11,Brazilian,williams,14,,Gearbox,0.0,13
5819,2004,14,spa,button,1980-01-19,British,bar,12,,Collision,0.0,14
5820,2004,14,spa,baumgartner,1981-01-01,Hungarian,minardi,18,,Collision,0.0,15
5821,2004,14,spa,alonso,1981-07-29,Spanish,renault,3,,Engine,0.0,16
5822,2004,14,spa,webber,1976-08-27,Australian,jaguar,7,,Collision,0.0,17
5823,2004,14,spa,sato,1977-01-28,Japanese,bar,15,,Collision,0.0,18
5824,2004,14,spa,bruni,1981-05-30,Italian,minardi,17,,Collision,0.0,19
5825,2004,14,spa,pantano,1979-02-04,Italian,jordan,19,,Collision,0.0,20
5826,2004,15,monza,barrichello,1972-05-23,Brazilian,ferrari,1,4518448.0,Finished,10.0,1
5827,2004,15,monza,michael_schumacher,1969-01-03,German,ferrari,3,4519795.0,Finished,8.0,2
5828,2004,15,monza,button,1980-01-19,British,bar,6,4528645.0,Finished,6.0,3
5829,2004,15,monza,sato,1977-01-28,Japanese,bar,5,4533818.0,Finished,5.0,4
5830,2004,15,monza,montoya,1975-09-20,Colombian,williams,2,4550800.0,Finished,4.0,5
5831,2004,15,monza,coulthard,1971-03-27,British,mclaren,10,4551887.0,Finished,3.0,6
5832,2004,15,monza,pizzonia,1980-09-11,Brazilian,williams,8,4552200.0,Finished,2.0,7
5833,2004,15,monza,fisichella,1973-01-14,Italian,sauber,15,4553879.0,Finished,1.0,8
5834,2004,15,monza,webber,1976-08-27,Australian,jaguar,12,4575209.0,Finished,0.0,9
5835,2004,15,monza,trulli,1974-07-13,Italian,renault,9,4584764.0,Finished,0.0,10
5836,2004,15,monza,zonta,1976-03-23,Brazilian,toyota,11,4600979.0,Finished,0.0,11
5837,2004,15,monza,massa,1981-04-25,Brazilian,sauber,16,,+1 Lap,0.0,12
5838,2004,15,monza,klien,1983-02-07,Austrian,jaguar,14,,+1 Lap,0.0,13
5839,2004,15,monza,heidfeld,1977-05-10,German,jordan,20,,+1 Lap,0.0,14
5840,2004,15,monza,baumgartner,1981-01-01,Hungarian,minardi,19,,+3 Laps,0.0,15
5841,2004,15,monza,alonso,1981-07-29,Spanish,renault,4,,Spun off,0.0,16
5842,2004,15,monza,pantano,1979-02-04,Italian,jordan,17,,Accident,0.0,17
5843,2004,15,monza,bruni,1981-05-30,Italian,minardi,18,,Fire,0.0,18
5844,2004,15,monza,raikkonen,1979-10-17,Finnish,mclaren,7,,Engine,0.0,19
5845,2004,15,monza,panis,1966-09-02,French,toyota,13,,Collision,0.0,20
5846,2004,16,shanghai,barrichello,1972-05-23,Brazilian,ferrari,1,5352420.0,Finished,10.0,1
5847,2004,16,shanghai,button,1980-01-19,British,bar,3,5353455.0,Finished,8.0,2
5848,2004,16,shanghai,raikkonen,1979-10-17,Finnish,mclaren,2,5353889.0,Finished,6.0,3
5849,2004,16,shanghai,alonso,1981-07-29,Spanish,renault,6,5384930.0,Finished,5.0,4
5850,2004,16,shanghai,montoya,1975-09-20,Colombian,williams,10,5397613.0,Finished,4.0,5
5851,2004,16,shanghai,sato,1977-01-28,Japanese,bar,18,5407211.0,Finished,3.0,6
5852,2004,16,shanghai,fisichella,1973-01-14,Italian,sauber,7,5417874.0,Finished,2.0,7
5853,2004,16,shanghai,massa,1981-04-25,Brazilian,sauber,4,5432500.0,Finished,1.0,8
5854,2004,16,shanghai,coulthard,1971-03-27,British,mclaren,9,5433039.0,Finished,0.0,9
5855,2004,16,shanghai,webber,1976-08-27,Australian,jaguar,11,,+1 Lap,0.0,10
5856,2004,16,shanghai,villeneuve,1971-04-09,Canadian,renault,12,,+1 Lap,0.0,11
5857,2004,16,shanghai,michael_schumacher,1969-01-03,German,ferrari,20,,+1 Lap,0.0,12
5858,2004,16,shanghai,heidfeld,1977-05-10,German,jordan,14,,+1 Lap,0.0,13
5859,2004,16,shanghai,panis,1966-09-02,French,toyota,8,,+1 Lap,0.0,14
5860,2004,16,shanghai,glock,1982-03-18,German,jordan,16,,+1 Lap,0.0,15
5861,2004,16,shanghai,baumgartner,1981-01-01,Hungarian,minardi,19,,+3 Laps,0.0,16
5862,2004,16,shanghai,bruni,1981-05-30,Italian,minardi,17,,Wheel,0.0,17
5863,2004,16,shanghai,ralf_schumacher,1975-06-30,German,williams,5,,Collision,0.0,18
5864,2004,16,shanghai,zonta,1976-03-23,Brazilian,toyota,13,,Transmission,0.0,19
5865,2004,16,shanghai,klien,1983-02-07,Austrian,jaguar,15,,Collision,0.0,20
5866,2004,17,suzuka,michael_schumacher,1969-01-03,German,ferrari,1,5066985.0,Finished,10.0,1
5867,2004,17,suzuka,ralf_schumacher,1975-06-30,German,williams,2,5081083.0,Finished,8.0,2
5868,2004,17,suzuka,button,1980-01-19,British,bar,5,5086647.0,Finished,6.0,3
5869,2004,17,suzuka,sato,1977-01-28,Japanese,bar,4,5098766.0,Finished,5.0,4
5870,2004,17,suzuka,alonso,1981-07-29,Spanish,renault,11,5104752.0,Finished,4.0,5
5871,2004,17,suzuka,raikkonen,1979-10-17,Finnish,mclaren,12,5106347.0,Finished,3.0,6
5872,2004,17,suzuka,montoya,1975-09-20,Colombian,williams,13,5122332.0,Finished,2.0,7
5873,2004,17,suzuka,fisichella,1973-01-14,Italian,sauber,7,5123261.0,Finished,1.0,8
5874,2004,17,suzuka,massa,1981-04-25,Brazilian,sauber,19,5156641.0,Finished,0.0,9
5875,2004,17,suzuka,villeneuve,1971-04-09,Canadian,renault,9,,+1 Lap,0.0,10
5876,2004,17,suzuka,trulli,1974-07-13,Italian,toyota,6,,+1 Lap,0.0,11
5877,2004,17,suzuka,klien,1983-02-07,Austrian,jaguar,14,,+1 Lap,0.0,12
5878,2004,17,suzuka,heidfeld,1977-05-10,German,jordan,16,,+1 Lap,0.0,13
5879,2004,17,suzuka,panis,1966-09-02,French,toyota,10,,+2 Laps,0.0,14
5880,2004,17,suzuka,glock,1982-03-18,German,jordan,17,,+2 Laps,0.0,15
5881,2004,17,suzuka,bruni,1981-05-30,Italian,minardi,18,,+3 Laps,0.0,16
5882,2004,17,suzuka,baumgartner,1981-01-01,Hungarian,minardi,20,,Spun off,0.0,17
5883,2004,17,suzuka,coulthard,1971-03-27,British,mclaren,8,,Collision,0.0,18
5884,2004,17,suzuka,barrichello,1972-05-23,Brazilian,ferrari,15,,Collision,0.0,19
5885,2004,17,suzuka,webber,1976-08-27,Australian,jaguar,3,,Overheating,0.0,20
5886,2004,18,interlagos,montoya,1975-09-20,Colombian,williams,2,5281451.0,Finished,10.0,1
5887,2004,18,interlagos,raikkonen,1979-10-17,Finnish,mclaren,3,5282473.0,Finished,8.0,2
5888,2004,18,interlagos,barrichello,1972-05-23,Brazilian,ferrari,1,5305550.0,Finished,6.0,3
5889,2004,18,interlagos,alonso,1981-07-29,Spanish,renault,8,5329959.0,Finished,5.0,4
5890,2004,18,interlagos,ralf_schumacher,1975-06-30,German,williams,7,5331191.0,Finished,4.0,5
5891,2004,18,interlagos,sato,1977-01-28,Japanese,bar,6,5331699.0,Finished,3.0,6
5892,2004,18,interlagos,michael_schumacher,1969-01-03,German,ferrari,18,5332077.0,Finished,2.0,7
5893,2004,18,interlagos,massa,1981-04-25,Brazilian,sauber,4,5343761.0,Finished,1.0,8
5894,2004,18,interlagos,fisichella,1973-01-14,Italian,sauber,10,5345293.0,Finished,0.0,9
5895,2004,18,interlagos,villeneuve,1971-04-09,Canadian,renault,13,,+1 Lap,0.0,10
5896,2004,18,interlagos,coulthard,1971-03-27,British,mclaren,12,,+1 Lap,0.0,11
5897,2004,18,interlagos,trulli,1974-07-13,Italian,toyota,9,,+1 Lap,0.0,12
5898,2004,18,interlagos,zonta,1976-03-23,Brazilian,toyota,14,,+1 Lap,0.0,13
5899,2004,18,interlagos,klien,1983-02-07,Austrian,jaguar,15,,+2 Laps,0.0,14
5900,2004,18,interlagos,glock,1982-03-18,German,jordan,17,,+2 Laps,0.0,15
5901,2004,18,interlagos,baumgartner,1981-01-01,Hungarian,minardi,19,,+4 Laps,0.0,16
5902,2004,18,interlagos,bruni,1981-05-30,Italian,minardi,20,,+4 Laps,0.0,17
5903,2004,18,interlagos,webber,1976-08-27,Australian,jaguar,11,,Collision,0.0,18
5904,2004,18,interlagos,heidfeld,1977-05-10,German,jordan,16,,Clutch,0.0,19
5905,2004,18,interlagos,button,1980-01-19,British,bar,5,,Engine,0.0,20
5906,2005,1,albert_park,fisichella,1973-01-14,Italian,renault,1,5057336.0,Finished,10.0,1
5907,2005,1,albert_park,barrichello,1972-05-23,Brazilian,ferrari,11,5062889.0,Finished,8.0,2
5908,2005,1,albert_park,alonso,1981-07-29,Spanish,renault,13,5064048.0,Finished,6.0,3
5909,2005,1,albert_park,coulthard,1971-03-27,British,red_bull,5,5073467.0,Finished,5.0,4
5910,2005,1,albert_park,webber,1976-08-27,Australian,williams,3,5074244.0,Finished,4.0,5
5911,2005,1,albert_park,montoya,1975-09-20,Colombian,mclaren,9,5092369.0,Finished,3.0,6
5912,2005,1,albert_park,klien,1983-02-07,Austrian,red_bull,6,5096333.0,Finished,2.0,7
5913,2005,1,albert_park,raikkonen,1979-10-17,Finnish,mclaren,10,5096969.0,Finished,1.0,8
5914,2005,1,albert_park,trulli,1974-07-13,Italian,toyota,2,5120444.0,Finished,0.0,9
5915,2005,1,albert_park,massa,1981-04-25,Brazilian,sauber,18,5121729.0,Finished,0.0,10
5916,2005,1,albert_park,button,1980-01-19,British,bar,8,,+1 Lap,0.0,11
5917,2005,1,albert_park,ralf_schumacher,1975-06-30,German,toyota,15,,+1 Lap,0.0,12
5918,2005,1,albert_park,villeneuve,1971-04-09,Canadian,sauber,4,,+1 Lap,0.0,13
5919,2005,1,albert_park,sato,1977-01-28,Japanese,bar,20,,+2 Laps,0.0,14
5920,2005,1,albert_park,karthikeyan,1977-01-14,Indian,jordan,12,,+2 Laps,0.0,15
5921,2005,1,albert_park,monteiro,1976-07-24,Portuguese,jordan,14,,+2 Laps,0.0,16
5922,2005,1,albert_park,friesacher,1980-09-26,Austrian,minardi,16,,+4 Laps,0.0,17
5923,2005,1,albert_park,michael_schumacher,1969-01-03,German,ferrari,19,,Accident,0.0,18
5924,2005,1,albert_park,heidfeld,1977-05-10,German,williams,7,,Accident,0.0,19
5925,2005,1,albert_park,albers,1979-04-16,Dutch,minardi,17,,Gearbox,0.0,20
5926,2005,2,sepang,alonso,1981-07-29,Spanish,renault,1,5493736.0,Finished,10.0,1
5927,2005,2,sepang,trulli,1974-07-13,Italian,toyota,2,5518063.0,Finished,8.0,2
5928,2005,2,sepang,heidfeld,1977-05-10,German,williams,10,5525924.0,Finished,6.0,3
5929,2005,2,sepang,montoya,1975-09-20,Colombian,mclaren,11,5535367.0,Finished,5.0,4
5930,2005,2,sepang,ralf_schumacher,1975-06-30,German,toyota,5,5545590.0,Finished,4.0,5
5931,2005,2,sepang,coulthard,1971-03-27,British,red_bull,8,5566279.0,Finished,3.0,6
5932,2005,2,sepang,michael_schumacher,1969-01-03,German,ferrari,13,5573724.0,Finished,2.0,7
5933,2005,2,sepang,klien,1983-02-07,Austrian,red_bull,7,5574571.0,Finished,1.0,8
5934,2005,2,sepang,raikkonen,1979-10-17,Finnish,mclaren,6,5575316.0,Finished,0.0,9
5935,2005,2,sepang,massa,1981-04-25,Brazilian,sauber,14,,+1 Lap,0.0,10
5936,2005,2,sepang,karthikeyan,1977-01-14,Indian,jordan,17,,+2 Laps,0.0,11
5937,2005,2,sepang,monteiro,1976-07-24,Portuguese,jordan,18,,+3 Laps,0.0,12
5938,2005,2,sepang,albers,1979-04-16,Dutch,minardi,19,,+4 Laps,0.0,13
5939,2005,2,sepang,barrichello,1972-05-23,Brazilian,ferrari,12,,Tyre,0.0,14
5940,2005,2,sepang,fisichella,1973-01-14,Italian,renault,3,,Collision,0.0,15
5941,2005,2,sepang,webber,1976-08-27,Australian,williams,4,,Collision,0.0,16
5942,2005,2,sepang,villeneuve,1971-04-09,Canadian,sauber,16,,Spun off,0.0,17
5943,2005,2,sepang,button,1980-01-19,British,bar,9,,Engine,0.0,18
5944,2005,2,sepang,davidson,1979-04-18,British,bar,15,,Engine,0.0,19
5945,2005,2,sepang,friesacher,1980-09-26,Austrian,minardi,20,,Spun off,0.0,20
5946,2005,3,bahrain,alonso,1981-07-29,Spanish,renault,1,5358531.0,Finished,10.0,1
5947,2005,3,bahrain,trulli,1974-07-13,Italian,toyota,3,5371940.0,Finished,8.0,2
5948,2005,3,bahrain,raikkonen,1979-10-17,Finnish,mclaren,9,5390594.0,Finished,6.0,3
5949,2005,3,bahrain,ralf_schumacher,1975-06-30,German,toyota,6,5411803.0,Finished,5.0,4
5950,2005,3,bahrain,rosa,1971-02-24,Spanish,mclaren,8,5423519.0,Finished,4.0,5
5951,2005,3,bahrain,webber,1976-08-27,Australian,williams,5,5433232.0,Finished,3.0,6
5952,2005,3,bahrain,massa,1981-04-25,Brazilian,sauber,12,,+1 Lap,2.0,7
5953,2005,3,bahrain,coulthard,1971-03-27,British,red_bull,14,,+1 Lap,1.0,8
5954,2005,3,bahrain,barrichello,1972-05-23,Brazilian,ferrari,20,,+1 Lap,0.0,9
5955,2005,3,bahrain,monteiro,1976-07-24,Portuguese,jordan,16,,+2 Laps,0.0,10
5956,2005,3,bahrain,villeneuve,1971-04-09,Canadian,sauber,15,,Suspension,0.0,11
5957,2005,3,bahrain,friesacher,1980-09-26,Austrian,minardi,19,,+3 Laps,0.0,12
5958,2005,3,bahrain,albers,1979-04-16,Dutch,minardi,18,,+4 Laps,0.0,13
5959,2005,3,bahrain,button,1980-01-19,British,bar,11,,Clutch,0.0,14
5960,2005,3,bahrain,sato,1977-01-28,Japanese,bar,13,,Brakes,0.0,15
5961,2005,3,bahrain,heidfeld,1977-05-10,German,williams,4,,Engine,0.0,16
5962,2005,3,bahrain,michael_schumacher,1969-01-03,German,ferrari,2,,Hydraulics,0.0,17
5963,2005,3,bahrain,fisichella,1973-01-14,Italian,renault,10,,Engine,0.0,18
5964,2005,3,bahrain,karthikeyan,1977-01-14,Indian,jordan,17,,Electrical,0.0,19
5965,2005,3,bahrain,klien,1983-02-07,Austrian,red_bull,7,,Electrical,0.0,20
5966,2005,4,imola,alonso,1981-07-29,Spanish,renault,2,5261921.0,Finished,10.0,1
5967,2005,4,imola,michael_schumacher,1969-01-03,German,ferrari,13,5262136.0,Finished,8.0,2
5968,2005,4,imola,wurz,1974-02-15,Austrian,mclaren,7,5289475.0,Finished,6.0,3
5969,2005,4,imola,villeneuve,1971-04-09,Canadian,sauber,11,5326363.0,Finished,5.0,4
5970,2005,4,imola,trulli,1974-07-13,Italian,toyota,5,5332179.0,Finished,4.0,5
5971,2005,4,imola,heidfeld,1977-05-10,German,williams,8,5333203.0,Finished,3.0,6
5972,2005,4,imola,webber,1976-08-27,Australian,williams,4,5345218.0,Finished,2.0,7
5973,2005,4,imola,liuzzi,1980-08-06,Italian,red_bull,15,5345685.0,Finished,1.0,8
5974,2005,4,imola,ralf_schumacher,1975-06-30,German,toyota,10,5357762.0,Finished,0.0,9
5975,2005,4,imola,massa,1981-04-25,Brazilian,sauber,18,,+1 Lap,0.0,10
5976,2005,4,imola,coulthard,1971-03-27,British,red_bull,14,,+1 Lap,0.0,11
5977,2005,4,imola,karthikeyan,1977-01-14,Indian,jordan,16,,+1 Lap,0.0,12
5978,2005,4,imola,monteiro,1976-07-24,Portuguese,jordan,17,,+2 Laps,0.0,13
5979,2005,4,imola,albers,1979-04-16,Dutch,minardi,20,,Hydraulics,0.0,14
5980,2005,4,imola,barrichello,1972-05-23,Brazilian,ferrari,9,,Electrical,0.0,15
5981,2005,4,imola,raikkonen,1979-10-17,Finnish,mclaren,1,,Driveshaft,0.0,16
5982,2005,4,imola,friesacher,1980-09-26,Austrian,minardi,19,,Clutch,0.0,17
5983,2005,4,imola,fisichella,1973-01-14,Italian,renault,12,,Accident,0.0,18
5984,2005,4,imola,button,1980-01-19,British,bar,3,5272321.0,Disqualified,0.0,19
