,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
1962,1994,5,catalunya,barrichello,1972-05-23,Brazilian,jordan,5,,Spun off,0.0,15
1963,1994,5,catalunya,fittipaldi,1971-01-18,Brazilian,footwork,21,,Engine,0.0,16
1964,1994,5,catalunya,coulthard,1971-03-27,British,williams,9,,Electrical,0.0,17
1965,1994,5,catalunya,gachot,1962-12-23,Belgian,pacific,25,,Broken wing,0.0,18
1966,1994,5,catalunya,berger,1959-08-27,Austrian,ferrari,7,,Gearbox,0.0,19
1967,1994,5,catalunya,morbidelli,1968-01-13,Italian,footwork,15,,Fuel system,0.0,20
1968,1994,5,catalunya,frentzen,1967-05-18,German,sauber,12,,Gearbox,0.0,21
1969,1994,5,catalunya,comas,1963-09-28,French,larrousse,16,,Radiator,0.0,22
1970,1994,5,catalunya,katayama,1963-05-29,Japanese,tyrrell,10,,Engine,0.0,23
1971,1994,5,catalunya,alboreto,1956-12-23,Italian,minardi,14,,Engine,0.0,24
1972,1994,5,catalunya,belmondo,1963-04-23,French,pacific,26,,Spun off,0.0,25
1973,1994,5,catalunya,beretta,1969-11-23,Monegasque,larrousse,17,,Engine,0.0,26
1974,1994,5,catalunya,montermini,1964-05-30,Italian,simtek,0,,Injury,0.0,27
1975,1994,6,villeneuve,michael_schumacher,1969-01-03,German,benetton,1,6272100.0,Finished,10.0,1
1976,1994,6,villeneuve,damon_hill,1960-09-17,British,williams,4,6311760.0,Finished,6.0,2
1977,1994,6,villeneuve,alesi,1964-06-11,French,ferrari,2,6345438.0,Finished,4.0,3
1978,1994,6,villeneuve,berger,1959-08-27,Austrian,ferrari,3,6347709.0,Finished,3.0,4
1979,1994,6,villeneuve,coulthard,1971-03-27,British,williams,5,,+1 Lap,2.0,5
1980,1994,6,villeneuve,lehto,1966-01-31,Finnish,benetton,20,,+1 Lap,1.0,6
1981,1994,6,villeneuve,barrichello,1972-05-23,Brazilian,jordan,6,,+1 Lap,0.0,7
1982,1994,6,villeneuve,herbert,1964-06-25,British,team_lotus,17,,+1 Lap,0.0,8
1983,1994,6,villeneuve,martini,1961-04-23,Italian,minardi,15,,+1 Lap,0.0,9
1984,1994,6,villeneuve,blundell,1966-04-08,British,tyrrell,13,,Spun off,0.0,10
1985,1994,6,villeneuve,alboreto,1956-12-23,Italian,minardi,18,,+2 Laps,0.0,11
1986,1994,6,villeneuve,panis,1966-09-02,French,ligier,19,,+2 Laps,0.0,12
1987,1994,6,villeneuve,bernard,1964-08-24,French,ligier,24,,+3 Laps,0.0,13
1988,1994,6,villeneuve,brabham,1965-09-05,Australian,simtek,25,,+4 Laps,0.0,14
1989,1994,6,villeneuve,zanardi,1966-10-23,Italian,team_lotus,23,,+7 Laps,0.0,15
1990,1994,6,villeneuve,fittipaldi,1971-01-18,Brazilian,footwork,16,,Disqualified,0.0,16
1991,1994,6,villeneuve,hakkinen,1968-09-28,Finnish,mclaren,7,,Engine,0.0,17
1992,1994,6,villeneuve,beretta,1969-11-23,Monegasque,larrousse,22,,Engine,0.0,18
1993,1994,6,villeneuve,morbidelli,1968-01-13,Italian,footwork,11,,Transmission,0.0,19
1994,1994,6,villeneuve,gachot,1962-12-23,Belgian,pacific,26,,Oil pressure,0.0,20
1995,1994,6,villeneuve,comas,1963-09-28,French,larrousse,21,,Clutch,0.0,21
1996,1994,6,villeneuve,katayama,1963-05-29,Japanese,tyrrell,9,,Accident,0.0,22
1997,1994,6,villeneuve,irvine,1965-11-10,British,jordan,8,,Spun off,0.0,23
1998,1994,6,villeneuve,cesaris,1959-05-31,Italian,sauber,14,,Oil pressure,0.0,24
1999,1994,6,villeneuve,frentzen,1967-05-18,German,sauber,10,,Spun off,0.0,25
2000,1994,6,villeneuve,brundle,1959-06-01,British,mclaren,12,,Electrical,0.0,26
2001,1994,6,villeneuve,belmondo,1963-04-23,French,pacific,0,,Did not qualify,0.0,27
2002,1994,7,magny_cours,michael_schumacher,1969-01-03,German,benetton,3,5916200.0,Finished,10.0,1
2003,1994,7,magny_cours,damon_hill,1960-09-17,British,williams,1,5928842.0,Finished,6.0,2
2004,1994,7,magny_cours,berger,1959-08-27,Austrian,ferrari,5,5968965.0,Finished,4.0,3
2005,1994,7,magny_cours,frentzen,1967-05-18,German,sauber,10,,+1 Lap,3.0,4
2006,1994,7,magny_cours,martini,1961-04-23,Italian,minardi,16,,+2 Laps,2.0,5
2007,1994,7,magny_cours,cesaris,1959-05-31,Italian,sauber,11,,+2 Laps,1.0,6
2008,1994,7,magny_cours,herbert,1964-06-25,British,team_lotus,19,,+2 Laps,0.0,7
2009,1994,7,magny_cours,fittipaldi,1971-01-18,Brazilian,footwork,18,,+2 Laps,0.0,8
2010,1994,7,magny_cours,gounon,1963-01-01,French,simtek,26,,+4 Laps,0.0,9
2011,1994,7,magny_cours,blundell,1966-04-08,British,tyrrell,17,,+5 Laps,0.0,10
2012,1994,7,magny_cours,comas,1963-09-28,French,larrousse,20,,Engine,0.0,11
2013,1994,7,magny_cours,katayama,1963-05-29,Japanese,tyrrell,14,,Spun off,0.0,12
2014,1994,7,magny_cours,hakkinen,1968-09-28,Finnish,mclaren,9,,Engine,0.0,13
2015,1994,7,magny_cours,mansell,1953-08-08,British,williams,2,,Gearbox,0.0,14
2016,1994,7,magny_cours,alesi,1964-06-11,French,ferrari,4,,Collision,0.0,15
2017,1994,7,magny_cours,barrichello,1972-05-23,Brazilian,jordan,7,,Collision,0.0,16
2018,1994,7,magny_cours,bernard,1964-08-24,French,ligier,15,,Gearbox,0.0,17
2019,1994,7,magny_cours,beretta,1969-11-23,Monegasque,larrousse,25,,Engine,0.0,18
2020,1994,7,magny_cours,brundle,1959-06-01,British,mclaren,12,,Engine,0.0,19
2021,1994,7,magny_cours,morbidelli,1968-01-13,Italian,footwork,22,,Collision,0.0,20
2022,1994,7,magny_cours,panis,1966-09-02,French,ligier,13,,Collision,0.0,21
2023,1994,7,magny_cours,brabham,1965-09-05,Australian,simtek,24,,Transmission,0.0,22
2024,1994,7,magny_cours,verstappen,1972-03-04,Dutch,benetton,8,,Spun off,0.0,23
2025,1994,7,magny_cours,irvine,1965-11-10,British,jordan,6,,Gearbox,0.0,24
2026,1994,7,magny_cours,alboreto,1956-12-23,Italian,minardi,21,,Engine,0.0,25
2027,1994,7,magny_cours,zanardi,1966-10-23,Italian,team_lotus,23,,Engine,0.0,26
2028,1994,7,magny_cours,belmondo,1963-04-23,French,pacific,0,,Did not qualify,0.0,27
2029,1994,7,magny_cours,gachot,1962-12-23,Belgian,pacific,0,,Did not qualify,0.0,28
2030,1994,8,silverstone,damon_hill,1960-09-17,British,williams,1,5403640.0,Finished,10.0,1
2031,1994,8,silverstone,alesi,1964-06-11,French,ferrari,4,5471768.0,Finished,6.0,2
2032,1994,8,silverstone,hakkinen,1968-09-28,Finnish,mclaren,5,5504299.0,Finished,4.0,3
2033,1994,8,silverstone,barrichello,1972-05-23,Brazilian,jordan,6,5505391.0,Finished,3.0,4
2034,1994,8,silverstone,coulthard,1971-03-27,British,williams,7,,+1 Lap,2.0,5
2035,1994,8,silverstone,katayama,1963-05-29,Japanese,tyrrell,8,,+1 Lap,1.0,6
2036,1994,8,silverstone,frentzen,1967-05-18,German,sauber,13,,+1 Lap,0.0,7
2037,1994,8,silverstone,verstappen,1972-03-04,Dutch,benetton,10,,+1 Lap,0.0,8
2038,1994,8,silverstone,fittipaldi,1971-01-18,Brazilian,footwork,20,,+2 Laps,0.0,9
2039,1994,8,silverstone,martini,1961-04-23,Italian,minardi,14,,+2 Laps,0.0,10
2040,1994,8,silverstone,herbert,1964-06-25,British,team_lotus,21,,+2 Laps,0.0,11
2041,1994,8,silverstone,panis,1966-09-02,French,ligier,15,,+2 Laps,0.0,12
2042,1994,8,silverstone,bernard,1964-08-24,French,ligier,23,,+2 Laps,0.0,13
2043,1994,8,silverstone,beretta,1969-11-23,Monegasque,larrousse,24,,+2 Laps,0.0,14
2044,1994,8,silverstone,brabham,1965-09-05,Australian,simtek,25,,+3 Laps,0.0,15
2045,1994,8,silverstone,gounon,1963-01-01,French,simtek,26,,+3 Laps,0.0,16
2046,1994,8,silverstone,michael_schumacher,1969-01-03,German,benetton,2,,Disqualified,0.0,17
2047,1994,8,silverstone,alboreto,1956-12-23,Italian,minardi,17,,Engine,0.0,18
2048,1994,8,silverstone,berger,1959-08-27,Austrian,ferrari,3,,Engine,0.0,19
2049,1994,8,silverstone,blundell,1966-04-08,British,tyrrell,11,,Gearbox,0.0,20
2050,1994,8,silverstone,comas,1963-09-28,French,larrousse,22,,Engine,0.0,21
2051,1994,8,silverstone,cesaris,1959-05-31,Italian,sauber,18,,Engine,0.0,22
2052,1994,8,silverstone,morbidelli,1968-01-13,Italian,footwork,16,,Engine,0.0,23
2053,1994,8,silverstone,zanardi,1966-10-23,Italian,team_lotus,19,,Engine,0.0,24
2054,1994,8,silverstone,brundle,1959-06-01,British,mclaren,9,,Engine,0.0,25
2055,1994,8,silverstone,irvine,1965-11-10,British,jordan,12,,Engine,0.0,26
2056,1994,8,silverstone,gachot,1962-12-23,Belgian,pacific,0,,Did not qualify,0.0,27
2057,1994,8,silverstone,belmondo,1963-04-23,French,pacific,0,,Did not qualify,0.0,28
2058,1994,9,hockenheimring,berger,1959-08-27,Austrian,ferrari,1,4957200.0,Finished,10.0,1
2059,1994,9,hockenheimring,panis,1966-09-02,French,ligier,12,5011979.0,Finished,6.0,2
2060,1994,9,hockenheimring,bernard,1964-08-24,French,ligier,14,5022621.0,Finished,4.0,3
2061,1994,9,hockenheimring,fittipaldi,1971-01-18,Brazilian,footwork,17,5038809.0,Finished,3.0,4
2062,1994,9,hockenheimring,morbidelli,1968-01-13,Italian,footwork,16,5047744.0,Finished,2.0,5
2063,1994,9,hockenheimring,comas,1963-09-28,French,larrousse,22,5062645.0,Finished,1.0,6
2064,1994,9,hockenheimring,beretta,1969-11-23,Monegasque,larrousse,24,,+1 Lap,0.0,7
2065,1994,9,hockenheimring,damon_hill,1960-09-17,British,williams,3,,+1 Lap,0.0,8
2066,1994,9,hockenheimring,gounon,1963-01-01,French,simtek,26,,Engine,0.0,9
2067,1994,9,hockenheimring,brabham,1965-09-05,Australian,simtek,25,,Clutch,0.0,10
2068,1994,9,hockenheimring,michael_schumacher,1969-01-03,German,benetton,4,,Engine,0.0,11
2069,1994,9,hockenheimring,brundle,1959-06-01,British,mclaren,13,,Engine,0.0,12
2070,1994,9,hockenheimring,coulthard,1971-03-27,British,williams,6,,Electrical,0.0,13
2071,1994,9,hockenheimring,verstappen,1972-03-04,Dutch,benetton,19,,Heat shield fire,0.0,14
2072,1994,9,hockenheimring,katayama,1963-05-29,Japanese,tyrrell,5,,Throttle,0.0,15
2073,1994,9,hockenheimring,alesi,1964-06-11,French,ferrari,2,,Electrical,0.0,16
2074,1994,9,hockenheimring,blundell,1966-04-08,British,tyrrell,7,,Collision,0.0,17
2075,1994,9,hockenheimring,hakkinen,1968-09-28,Finnish,mclaren,8,,Collision,0.0,18
2076,1994,9,hockenheimring,frentzen,1967-05-18,German,sauber,9,,Collision,0.0,19
2077,1994,9,hockenheimring,irvine,1965-11-10,British,jordan,10,,Collision,0.0,20
2078,1994,9,hockenheimring,barrichello,1972-05-23,Brazilian,jordan,11,,Collision,0.0,21
2079,1994,9,hockenheimring,herbert,1964-06-25,British,team_lotus,15,,Collision,0.0,22
2080,1994,9,hockenheimring,cesaris,1959-05-31,Italian,sauber,18,,Collision,0.0,23
2081,1994,9,hockenheimring,martini,1961-04-23,Italian,minardi,20,,Collision,0.0,24
2082,1994,9,hockenheimring,zanardi,1966-10-23,Italian,team_lotus,21,,Collision,0.0,25
2083,1994,9,hockenheimring,alboreto,1956-12-23,Italian,minardi,23,,Collision,0.0,26
2084,1994,9,hockenheimring,gachot,1962-12-23,Belgian,pacific,0,,Did not qualify,0.0,27
2085,1994,9,hockenheimring,belmondo,1963-04-23,French,pacific,0,,Did not qualify,0.0,28
2086,1994,10,hungaroring,michael_schumacher,1969-01-03,German,benetton,1,6480185.0,Finished,10.0,1
2087,1994,10,hungaroring,damon_hill,1960-09-17,British,williams,2,6501012.0,Finished,6.0,2
2088,1994,10,hungaroring,verstappen,1972-03-04,Dutch,benetton,12,6550514.0,Finished,4.0,3
2089,1994,10,hungaroring,brundle,1959-06-01,British,mclaren,6,,Electrical,3.0,4
2090,1994,10,hungaroring,blundell,1966-04-08,British,tyrrell,11,,+1 Lap,2.0,5
2091,1994,10,hungaroring,panis,1966-09-02,French,ligier,9,,+1 Lap,1.0,6
2092,1994,10,hungaroring,alboreto,1956-12-23,Italian,minardi,20,,+2 Laps,0.0,7
2093,1994,10,hungaroring,comas,1963-09-28,French,larrousse,21,,+2 Laps,0.0,8
2094,1994,10,hungaroring,beretta,1969-11-23,Monegasque,larrousse,25,,+2 Laps,0.0,9
2095,1994,10,hungaroring,bernard,1964-08-24,French,ligier,18,,+2 Laps,0.0,10
2096,1994,10,hungaroring,brabham,1965-09-05,Australian,simtek,23,,+3 Laps,0.0,11
2097,1994,10,hungaroring,berger,1959-08-27,Austrian,ferrari,4,,Engine,0.0,12
2098,1994,10,hungaroring,zanardi,1966-10-23,Italian,team_lotus,22,,+5 Laps,0.0,13
2099,1994,10,hungaroring,fittipaldi,1971-01-18,Brazilian,footwork,16,,Transmission,0.0,14
2100,1994,10,hungaroring,coulthard,1971-03-27,British,williams,3,,Spun off,0.0,15
2101,1994,10,hungaroring,alesi,1964-06-11,French,ferrari,13,,Gearbox,0.0,16
2102,1994,10,hungaroring,martini,1961-04-23,Italian,minardi,15,,Spun off,0.0,17
2103,1994,10,hungaroring,frentzen,1967-05-18,German,sauber,8,,Gearbox,0.0,18
2104,1994,10,hungaroring,herbert,1964-06-25,British,team_lotus,24,,Electrical,0.0,19
2105,1994,10,hungaroring,cesaris,1959-05-31,Italian,sauber,17,,Collision,0.0,20
2106,1994,10,hungaroring,morbidelli,1968-01-13,Italian,footwork,19,,Collision,0.0,21
2107,1994,10,hungaroring,alliot,1954-07-27,French,mclaren,14,,Water leak,0.0,22
2108,1994,10,hungaroring,gounon,1963-01-01,French,simtek,26,,Handling,0.0,23
2109,1994,10,hungaroring,katayama,1963-05-29,Japanese,tyrrell,5,,Collision,0.0,24
2110,1994,10,hungaroring,irvine,1965-11-10,British,jordan,7,,Collision,0.0,25
2111,1994,10,hungaroring,barrichello,1972-05-23,Brazilian,jordan,10,,Collision,0.0,26
2112,1994,10,hungaroring,gachot,1962-12-23,Belgian,pacific,0,,Did not qualify,0.0,27
2113,1994,10,hungaroring,belmondo,1963-04-23,French,pacific,0,,Did not qualify,0.0,28
2114,1994,11,spa,damon_hill,1960-09-17,British,williams,3,5327100.0,Finished,10.0,1
2115,1994,11,spa,hakkinen,1968-09-28,Finnish,mclaren,8,5378481.0,Finished,6.0,2
2116,1994,11,spa,verstappen,1972-03-04,Dutch,benetton,6,5397553.0,Finished,4.0,3
2117,1994,11,spa,coulthard,1971-03-27,British,williams,7,5432887.0,Finished,3.0,4
2118,1994,11,spa,blundell,1966-04-08,British,tyrrell,12,,+1 Lap,2.0,5
2119,1994,11,spa,morbidelli,1968-01-13,Italian,footwork,14,,+1 Lap,1.0,6
2120,1994,11,spa,panis,1966-09-02,French,ligier,17,,+1 Lap,0.0,7
2121,1994,11,spa,martini,1961-04-23,Italian,minardi,10,,+1 Lap,0.0,8
2122,1994,11,spa,alboreto,1956-12-23,Italian,minardi,18,,+1 Lap,0.0,9
2123,1994,11,spa,bernard,1964-08-24,French,ligier,16,,+2 Laps,0.0,10
2124,1994,11,spa,gounon,1963-01-01,French,simtek,25,,+2 Laps,0.0,11
2125,1994,11,spa,herbert,1964-06-25,British,team_lotus,20,,+3 Laps,0.0,12
2126,1994,11,spa,irvine,1965-11-10,British,jordan,4,,Alternator,0.0,13
2127,1994,11,spa,michael_schumacher,1969-01-03,German,benetton,2,,Disqualified,0.0,14
2128,1994,11,spa,fittipaldi,1971-01-18,Brazilian,footwork,24,,Engine,0.0,15
2129,1994,11,spa,brabham,1965-09-05,Australian,simtek,21,,Wheel,0.0,16
2130,1994,11,spa,cesaris,1959-05-31,Italian,sauber,15,,Throttle,0.0,17
2131,1994,11,spa,brundle,1959-06-01,British,mclaren,13,,Spun off,0.0,18
2132,1994,11,spa,barrichello,1972-05-23,Brazilian,jordan,1,,Spun off,0.0,19
2133,1994,11,spa,katayama,1963-05-29,Japanese,tyrrell,23,,Engine,0.0,20
2134,1994,11,spa,adams,1969-11-19,Belgian,team_lotus,26,,Spun off,0.0,21
2135,1994,11,spa,berger,1959-08-27,Austrian,ferrari,11,,Engine,0.0,22
2136,1994,11,spa,alliot,1954-07-27,French,larrousse,19,,Engine,0.0,23
2137,1994,11,spa,frentzen,1967-05-18,German,sauber,9,,Halfshaft,0.0,24
2138,1994,11,spa,comas,1963-09-28,French,larrousse,22,,Engine,0.0,25
2139,1994,11,spa,alesi,1964-06-11,French,ferrari,5,,Engine,0.0,26
2140,1994,11,spa,gachot,1962-12-23,Belgian,pacific,0,,Did not qualify,0.0,27
2141,1994,11,spa,belmondo,1963-04-23,French,pacific,0,,Did not qualify,0.0,28
2142,1994,12,monza,damon_hill,1960-09-17,British,williams,3,4683200.0,Finished,10.0,1
2143,1994,12,monza,berger,1959-08-27,Austrian,ferrari,2,4688130.0,Finished,6.0,2
2144,1994,12,monza,hakkinen,1968-09-28,Finnish,mclaren,7,4708840.0,Finished,4.0,3
2145,1994,12,monza,barrichello,1972-05-23,Brazilian,jordan,16,4733834.0,Finished,3.0,4
2146,1994,12,monza,brundle,1959-06-01,British,mclaren,15,4768775.0,Finished,2.0,5
2147,1994,12,monza,coulthard,1971-03-27,British,williams,5,,Out of fuel,1.0,6
2148,1994,12,monza,bernard,1964-08-24,French,ligier,12,,+1 Lap,0.0,7
2149,1994,12,monza,comas,1963-09-28,French,larrousse,24,,+1 Lap,0.0,8
2150,1994,12,monza,lehto,1966-01-31,Finnish,benetton,20,,+1 Lap,0.0,9
2151,1994,12,monza,panis,1966-09-02,French,ligier,6,,+2 Laps,0.0,10
2152,1994,12,monza,brabham,1965-09-05,Australian,simtek,26,,Puncture,0.0,11
2153,1994,12,monza,katayama,1963-05-29,Japanese,tyrrell,14,,Spun off,0.0,12
2154,1994,12,monza,fittipaldi,1971-01-18,Brazilian,footwork,19,,Engine,0.0,13
2155,1994,12,monza,irvine,1965-11-10,British,jordan,9,,Engine,0.0,14
2156,1994,12,monza,blundell,1966-04-08,British,tyrrell,21,,Spun off,0.0,15
2157,1994,12,monza,martini,1961-04-23,Italian,minardi,18,,Spun off,0.0,16
2158,1994,12,monza,alboreto,1956-12-23,Italian,minardi,22,,Gearbox,0.0,17
2159,1994,12,monza,frentzen,1967-05-18,German,sauber,11,,Engine,0.0,18
2160,1994,12,monza,cesaris,1959-05-31,Italian,sauber,8,,Engine,0.0,19
2161,1994,12,monza,gounon,1963-01-01,French,simtek,25,,Gearbox,0.0,20
2162,1994,12,monza,dalmas,1961-07-28,French,larrousse,23,,Spun off,0.0,21
2163,1994,12,monza,alesi,1964-06-11,French,ferrari,1,,Gearbox,0.0,22
2164,1994,12,monza,herbert,1964-06-25,British,team_lotus,4,,Alternator,0.0,23
2165,1994,12,monza,verstappen,1972-03-04,Dutch,benetton,10,,Collision,0.0,24
2166,1994,12,monza,zanardi,1966-10-23,Italian,team_lotus,13,,Collision,0.0,25
2167,1994,12,monza,morbidelli,1968-01-13,Italian,footwork,17,,Collision,0.0,26
2168,1994,12,monza,gachot,1962-12-23,Belgian,pacific,0,,Did not qualify,0.0,27
2169,1994,12,monza,belmondo,1963-04-23,French,pacific,0,,Did not qualify,0.0,28
2170,1994,13,estoril,damon_hill,1960-09-17,British,williams,2,6310100.0,Finished,10.0,1
2171,1994,13,estoril,coulthard,1971-03-27,British,williams,3,6310703.0,Finished,6.0,2
2172,1994,13,estoril,hakkinen,1968-09-28,Finnish,mclaren,4,6330293.0,Finished,4.0,3
2173,1994,13,estoril,barrichello,1972-05-23,Brazilian,jordan,8,6338103.0,Finished,3.0,4
2174,1994,13,estoril,verstappen,1972-03-04,Dutch,benetton,10,6339485.0,Finished,2.0,5
2175,1994,13,estoril,brundle,1959-06-01,British,mclaren,7,6362802.0,Finished,1.0,6
2176,1994,13,estoril,irvine,1965-11-10,British,jordan,13,,+1 Lap,0.0,7
2177,1994,13,estoril,fittipaldi,1971-01-18,Brazilian,footwork,11,,+1 Lap,0.0,8
2178,1994,13,estoril,morbidelli,1968-01-13,Italian,footwork,16,,+1 Lap,0.0,9
2179,1994,13,estoril,bernard,1964-08-24,French,ligier,21,,+1 Lap,0.0,10
2180,1994,13,estoril,herbert,1964-06-25,British,team_lotus,20,,+1 Lap,0.0,11
2181,1994,13,estoril,martini,1961-04-23,Italian,minardi,18,,+2 Laps,0.0,12
2182,1994,13,estoril,alboreto,1956-12-23,Italian,minardi,19,,+2 Laps,0.0,13
2183,1994,13,estoril,dalmas,1961-07-28,French,larrousse,23,,+2 Laps,0.0,14
2184,1994,13,estoril,gounon,1963-01-01,French,simtek,26,,+4 Laps,0.0,15
2185,1994,13,estoril,adams,1969-11-19,Belgian,team_lotus,25,,+4 Laps,0.0,16
2186,1994,13,estoril,panis,1966-09-02,French,ligier,15,,Disqualified,0.0,17
2187,1994,13,estoril,blundell,1966-04-08,British,tyrrell,12,,Engine,0.0,18
2188,1994,13,estoril,lehto,1966-01-31,Finnish,benetton,14,,Spun off,0.0,19
2189,1994,13,estoril,cesaris,1959-05-31,Italian,sauber,17,,Spun off,0.0,20
2190,1994,13,estoril,alesi,1964-06-11,French,ferrari,5,,Collision,0.0,21
2191,1994,13,estoril,brabham,1965-09-05,Australian,simtek,24,,Collision,0.0,22
2192,1994,13,estoril,frentzen,1967-05-18,German,sauber,9,,Differential,0.0,23
2193,1994,13,estoril,comas,1963-09-28,French,larrousse,22,,Suspension,0.0,24
2194,1994,13,estoril,katayama,1963-05-29,Japanese,tyrrell,6,,Gearbox,0.0,25
2195,1994,13,estoril,berger,1959-08-27,Austrian,ferrari,1,,Gearbox,0.0,26
2196,1994,13,estoril,gachot,1962-12-23,Belgian,pacific,0,,Did not qualify,0.0,27
2197,1994,13,estoril,belmondo,1963-04-23,French,pacific,0,,Did not qualify,0.0,28
2198,1994,14,jerez,michael_schumacher,1969-01-03,German,benetton,1,6027300.0,Finished,10.0,1
2199,1994,14,jerez,damon_hill,1960-09-17,British,williams,2,6051989.0,Finished,6.0,2
2200,1994,14,jerez,hakkinen,1968-09-28,Finnish,mclaren,9,6096948.0,Finished,4.0,3
2201,1994,14,jerez,irvine,1965-11-10,British,jordan,10,6105746.0,Finished,3.0,4
2202,1994,14,jerez,berger,1959-08-27,Austrian,ferrari,6,,+1 Lap,2.0,5
2203,1994,14,jerez,frentzen,1967-05-18,German,sauber,4,,+1 Lap,1.0,6
2204,1994,14,jerez,katayama,1963-05-29,Japanese,tyrrell,13,,+1 Lap,0.0,7
2205,1994,14,jerez,herbert,1964-06-25,British,ligier,7,,+1 Lap,0.0,8
2206,1994,14,jerez,panis,1966-09-02,French,ligier,11,,+1 Lap,0.0,9
2207,1994,14,jerez,alesi,1964-06-11,French,ferrari,16,,+1 Lap,0.0,10
2208,1994,14,jerez,morbidelli,1968-01-13,Italian,footwork,8,,+1 Lap,0.0,11
2209,1994,14,jerez,barrichello,1972-05-23,Brazilian,jordan,5,,+1 Lap,0.0,12
2210,1994,14,jerez,blundell,1966-04-08,British,tyrrell,14,,+1 Lap,0.0,13
2211,1994,14,jerez,alboreto,1956-12-23,Italian,minardi,20,,+2 Laps,0.0,14
2212,1994,14,jerez,martini,1961-04-23,Italian,minardi,17,,+2 Laps,0.0,15
2213,1994,14,jerez,zanardi,1966-10-23,Italian,team_lotus,21,,+2 Laps,0.0,16
2214,1994,14,jerez,fittipaldi,1971-01-18,Brazilian,footwork,19,,+3 Laps,0.0,17
2215,1994,14,jerez,bernard,1964-08-24,French,team_lotus,22,,+3 Laps,0.0,18
2216,1994,14,jerez,schiattarella,1967-11-17,Italian,simtek,26,,+5 Laps,0.0,19
2217,1994,14,jerez,mansell,1953-08-08,British,williams,3,,Spun off,0.0,20
2218,1994,14,jerez,brabham,1965-09-05,Australian,simtek,25,,Engine,0.0,21
2219,1994,14,jerez,cesaris,1959-05-31,Italian,sauber,18,,Throttle,0.0,22
2220,1994,14,jerez,comas,1963-09-28,French,larrousse,23,,Alternator,0.0,23
2221,1994,14,jerez,verstappen,1972-03-04,Dutch,benetton,12,,Spun off,0.0,24
2222,1994,14,jerez,noda,1969-03-07,Japanese,larrousse,24,,Gearbox,0.0,25
2223,1994,14,jerez,brundle,1959-06-01,British,mclaren,15,,Engine,0.0,26
2224,1994,14,jerez,gachot,1962-12-23,Belgian,pacific,0,,Did not qualify,0.0,27
2225,1994,14,jerez,belmondo,1963-04-23,French,pacific,0,,Did not qualify,0.0,28
2226,1994,15,suzuka,damon_hill,1960-09-17,British,williams,2,6953532.0,Finished,10.0,1
2227,1994,15,suzuka,michael_schumacher,1969-01-03,German,benetton,1,6956897.0,Finished,6.0,2
2228,1994,15,suzuka,alesi,1964-06-11,French,ferrari,7,7005577.0,Finished,4.0,3
2229,1994,15,suzuka,mansell,1953-08-08,British,williams,4,7009606.0,Finished,3.0,4
2230,1994,15,suzuka,irvine,1965-11-10,British,jordan,6,7055639.0,Finished,2.0,5
2231,1994,15,suzuka,frentzen,1967-05-18,German,sauber,3,7073395.0,Finished,1.0,6
2232,1994,15,suzuka,hakkinen,1968-09-28,Finnish,mclaren,8,7076517.0,Finished,0.0,7
2233,1994,15,suzuka,fittipaldi,1971-01-18,Brazilian,footwork,18,,+1 Lap,0.0,8
2234,1994,15,suzuka,comas,1963-09-28,French,larrousse,22,,+1 Lap,0.0,9
2235,1994,15,suzuka,salo,1966-11-30,Finnish,team_lotus,25,,+1 Lap,0.0,10
2236,1994,15,suzuka,panis,1966-09-02,French,ligier,19,,+1 Lap,0.0,11
2237,1994,15,suzuka,brabham,1965-09-05,Australian,simtek,24,,+2 Laps,0.0,12
2238,1994,15,suzuka,zanardi,1966-10-23,Italian,team_lotus,17,,+2 Laps,0.0,13
2239,1994,15,suzuka,blundell,1966-04-08,British,tyrrell,13,,Engine,0.0,14
2240,1994,15,suzuka,barrichello,1972-05-23,Brazilian,jordan,10,,Gearbox,0.0,15
2241,1994,15,suzuka,brundle,1959-06-01,British,mclaren,9,,Spun off,0.0,16
2242,1994,15,suzuka,morbidelli,1968-01-13,Italian,footwork,12,,Spun off,0.0,17
2243,1994,15,suzuka,berger,1959-08-27,Austrian,ferrari,11,,Ignition,0.0,18
2244,1994,15,suzuka,lagorce,1968-09-01,French,ligier,20,,Collision,0.0,19
2245,1994,15,suzuka,martini,1961-04-23,Italian,minardi,16,,Collision,0.0,20
2246,1994,15,suzuka,alboreto,1956-12-23,Italian,minardi,21,,Spun off,0.0,21
2247,1994,15,suzuka,herbert,1964-06-25,British,benetton,5,,Spun off,0.0,22
2248,1994,15,suzuka,katayama,1963-05-29,Japanese,tyrrell,14,,Spun off,0.0,23
2249,1994,15,suzuka,inoue,1963-09-05,Japanese,simtek,26,,Spun off,0.0,24
2250,1994,15,suzuka,lehto,1966-01-31,Finnish,sauber,15,,Engine,0.0,25
2251,1994,15,suzuka,noda,1969-03-07,Japanese,larrousse,23,,Spun off,0.0,26
2252,1994,15,suzuka,gachot,1962-12-23,Belgian,pacific,0,,Did not qualify,0.0,27
2253,1994,15,suzuka,belmondo,1963-04-23,French,pacific,0,,Did not qualify,0.0,28
2254,1994,16,adelaide,mansell,1953-08-08,British,williams,1,6471400.0,Finished,10.0,1
