,season,round,constructor,constructor_points,constructor_wins,constructor_standings_pos
3380,2006,14,mclaren,85.0,0.0,3.0
3381,2006,14,honda,52.0,1.0,4.0
3382,2006,14,toyota,26.0,0.0,5.0
3383,2006,14,bmw_sauber,26.0,0.0,6.0
3384,2006,14,red_bull,16.0,0.0,7.0
3385,2006,14,williams,10.0,0.0,8.0
3386,2006,14,toro_rosso,1.0,0.0,9.0
3387,2006,14,mf1,0.0,0.0,10.0
3388,2006,14,super_aguri,0.0,0.0,11.0
3389,2006,15,ferrari,158.0,6.0,2.0
3390,2006,15,renault,160.0,7.0,1.0
3391,2006,15,mclaren,89.0,0.0,3.0
3392,2006,15,honda,58.0,1.0,4.0
3393,2006,15,bmw_sauber,26.0,0.0,6.0
3394,2006,15,toyota,28.0,0.0,5.0
3395,2006,15,red_bull,16.0,0.0,7.0
3396,2006,15,williams,10.0,0.0,8.0
3397,2006,15,toro_rosso,1.0,0.0,9.0
3398,2006,15,mf1,0.0,0.0,10.0
3399,2006,15,super_aguri,0.0,0.0,11.0
3400,2006,15,spyker_mf1,0.0,0.0,0.0
3401,2006,16,renault,165.0,7.0,2.0
3402,2006,16,ferrari,168.0,7.0,1.0
3403,2006,16,mclaren,97.0,0.0,3.0
3404,2006,16,honda,65.0,1.0,4.0
3405,2006,16,bmw_sauber,33.0,0.0,5.0
3406,2006,16,toyota,30.0,0.0,6.0
3407,2006,16,red_bull,16.0,0.0,7.0
3408,2006,16,williams,10.0,0.0,8.0
3409,2006,16,toro_rosso,1.0,0.0,9.0
3410,2006,16,mf1,0.0,0.0,10.0
3411,2006,16,super_aguri,0.0,0.0,11.0
3412,2006,16,spyker_mf1,0.0,0.0,12.0
3413,2006,17,renault,179.0,7.0,1.0
3414,2006,17,ferrari,178.0,8.0,2.0
3415,2006,17,mclaren,101.0,0.0,3.0
3416,2006,17,honda,73.0,1.0,4.0
3417,2006,17,bmw_sauber,35.0,0.0,5.0
3418,2006,17,toyota,30.0,0.0,6.0
3419,2006,17,red_bull,16.0,0.0,7.0
3420,2006,17,williams,11.0,0.0,8.0
3421,2006,17,toro_rosso,1.0,0.0,9.0
3422,2006,17,mf1,0.0,0.0,10.0
3423,2006,17,super_aguri,0.0,0.0,11.0
3424,2006,17,spyker_mf1,0.0,0.0,12.0
3425,2006,18,renault,195.0,8.0,1.0
3426,2006,18,ferrari,186.0,8.0,2.0
3427,2006,18,mclaren,105.0,0.0,3.0
3428,2006,18,honda,78.0,1.0,4.0
3429,2006,18,bmw_sauber,36.0,0.0,5.0
3430,2006,18,toyota,35.0,0.0,6.0
3431,2006,18,red_bull,16.0,0.0,7.0
3432,2006,18,williams,11.0,0.0,8.0
3433,2006,18,toro_rosso,1.0,0.0,9.0
3434,2006,18,mf1,0.0,0.0,10.0
3435,2006,18,super_aguri,0.0,0.0,11.0
3436,2006,18,spyker_mf1,0.0,0.0,12.0
3437,2007,1,ferrari,0.0,0.0,0.0
3438,2007,1,bmw_sauber,0.0,0.0,0.0
3439,2007,1,renault,0.0,0.0,0.0
3440,2007,1,williams,0.0,0.0,0.0
3441,2007,1,toyota,0.0,0.0,0.0
3442,2007,1,honda,0.0,0.0,0.0
3443,2007,1,super_aguri,0.0,0.0,0.0
3444,2007,1,red_bull,0.0,0.0,0.0
3445,2007,1,toro_rosso,0.0,0.0,0.0
3446,2007,1,spyker,0.0,0.0,0.0
3447,2007,1,mclaren,0.0,0.0,0.0
3448,2007,2,ferrari,13.0,1.0,1.0
3449,2007,2,bmw_sauber,5.0,0.0,2.0
3450,2007,2,renault,4.0,0.0,3.0
3451,2007,2,toyota,1.0,0.0,5.0
3452,2007,2,williams,2.0,0.0,4.0
3453,2007,2,red_bull,0.0,0.0,8.0
3454,2007,2,honda,0.0,0.0,6.0
3455,2007,2,super_aguri,0.0,0.0,7.0
3456,2007,2,toro_rosso,0.0,0.0,9.0
3457,2007,2,spyker,0.0,0.0,10.0
3458,2007,2,mclaren,14.0,0.0,11.0
3459,2007,3,ferrari,23.0,1.0,1.0
3460,2007,3,bmw_sauber,10.0,0.0,2.0
3461,2007,3,renault,8.0,0.0,3.0
3462,2007,3,toyota,3.0,0.0,4.0
3463,2007,3,williams,2.0,0.0,5.0
3464,2007,3,red_bull,0.0,0.0,6.0
3465,2007,3,honda,0.0,0.0,7.0
3466,2007,3,super_aguri,0.0,0.0,8.0
3467,2007,3,toro_rosso,0.0,0.0,9.0
3468,2007,3,spyker,0.0,0.0,10.0
3469,2007,3,mclaren,32.0,1.0,11.0
3470,2007,4,ferrari,39.0,2.0,1.0
3471,2007,4,bmw_sauber,18.0,0.0,2.0
3472,2007,4,renault,9.0,0.0,3.0
3473,2007,4,williams,2.0,0.0,5.0
3474,2007,4,toyota,5.0,0.0,4.0
3475,2007,4,red_bull,0.0,0.0,6.0
3476,2007,4,super_aguri,0.0,0.0,8.0
3477,2007,4,honda,0.0,0.0,7.0
3478,2007,4,spyker,0.0,0.0,10.0
3479,2007,4,toro_rosso,0.0,0.0,9.0
3480,2007,4,mclaren,44.0,1.0,11.0
3481,2007,5,ferrari,49.0,3.0,1.0
3482,2007,5,bmw_sauber,23.0,0.0,2.0
3483,2007,5,renault,11.0,0.0,3.0
3484,2007,5,williams,5.0,0.0,4.0
3485,2007,5,toyota,5.0,0.0,5.0
3486,2007,5,red_bull,4.0,0.0,6.0
3487,2007,5,super_aguri,1.0,0.0,7.0
3488,2007,5,toro_rosso,0.0,0.0,10.0
3489,2007,5,honda,0.0,0.0,8.0
3490,2007,5,spyker,0.0,0.0,9.0
3491,2007,5,mclaren,58.0,1.0,11.0
3492,2007,6,ferrari,56.0,3.0,1.0
3493,2007,6,bmw_sauber,30.0,0.0,2.0
3494,2007,6,renault,16.0,0.0,3.0
3495,2007,6,williams,7.0,0.0,4.0
3496,2007,6,toyota,5.0,0.0,5.0
3497,2007,6,red_bull,4.0,0.0,6.0
3498,2007,6,super_aguri,1.0,0.0,7.0
3499,2007,6,toro_rosso,0.0,0.0,8.0
3500,2007,6,honda,0.0,0.0,9.0
3501,2007,6,spyker,0.0,0.0,10.0
3502,2007,6,mclaren,76.0,2.0,11.0
3503,2007,7,ferrari,60.0,3.0,1.0
3504,2007,7,bmw_sauber,38.0,0.0,2.0
3505,2007,7,renault,21.0,0.0,3.0
3506,2007,7,williams,13.0,0.0,4.0
3507,2007,7,toyota,6.0,0.0,5.0
3508,2007,7,red_bull,4.0,0.0,6.0
3509,2007,7,super_aguri,4.0,0.0,7.0
3510,2007,7,toro_rosso,0.0,0.0,8.0
3511,2007,7,honda,0.0,0.0,9.0
3512,2007,7,spyker,0.0,0.0,10.0
3513,2007,7,mclaren,88.0,3.0,11.0
3514,2007,8,ferrari,71.0,3.0,1.0
3515,2007,8,bmw_sauber,39.0,0.0,2.0
3516,2007,8,renault,25.0,0.0,3.0
3517,2007,8,williams,13.0,0.0,4.0
3518,2007,8,toyota,9.0,0.0,5.0
3519,2007,8,red_bull,6.0,0.0,6.0
3520,2007,8,super_aguri,4.0,0.0,7.0
3521,2007,8,honda,0.0,0.0,9.0
3522,2007,8,toro_rosso,0.0,0.0,8.0
3523,2007,8,spyker,0.0,0.0,10.0
3524,2007,8,mclaren,106.0,4.0,11.0
3525,2007,9,ferrari,89.0,4.0,1.0
3526,2007,9,bmw_sauber,48.0,0.0,2.0
3527,2007,9,renault,28.0,0.0,3.0
3528,2007,9,williams,13.0,0.0,4.0
3529,2007,9,toyota,9.0,0.0,5.0
3530,2007,9,red_bull,6.0,0.0,6.0
3531,2007,9,super_aguri,4.0,0.0,7.0
3532,2007,9,honda,1.0,0.0,8.0
3533,2007,9,toro_rosso,0.0,0.0,9.0
3534,2007,9,spyker,0.0,0.0,10.0
3535,2007,9,mclaren,114.0,4.0,11.0
3536,2007,10,ferrari,103.0,5.0,1.0
3537,2007,10,bmw_sauber,56.0,0.0,2.0
3538,2007,10,renault,31.0,0.0,3.0
3539,2007,10,williams,13.0,0.0,4.0
3540,2007,10,red_bull,6.0,0.0,6.0
3541,2007,10,toyota,9.0,0.0,5.0
3542,2007,10,super_aguri,4.0,0.0,7.0
3543,2007,10,honda,1.0,0.0,8.0
3544,2007,10,toro_rosso,0.0,0.0,9.0
3545,2007,10,spyker,0.0,0.0,10.0
3546,2007,10,mclaren,128.0,5.0,11.0
3547,2007,11,ferrari,111.0,5.0,1.0
3548,2007,11,bmw_sauber,61.0,0.0,2.0
3549,2007,11,renault,32.0,0.0,3.0
3550,2007,11,williams,18.0,0.0,4.0
3551,2007,11,red_bull,16.0,0.0,5.0
3552,2007,11,toyota,9.0,0.0,6.0
3553,2007,11,super_aguri,4.0,0.0,7.0
3554,2007,11,honda,1.0,0.0,8.0
3555,2007,11,toro_rosso,0.0,0.0,9.0
3556,2007,11,spyker,0.0,0.0,10.0
3557,2007,11,mclaren,138.0,5.0,11.0
3558,2007,12,ferrari,119.0,5.0,1.0
3559,2007,12,bmw_sauber,71.0,0.0,2.0
3560,2007,12,renault,33.0,0.0,3.0
3561,2007,12,williams,20.0,0.0,4.0
3562,2007,12,red_bull,16.0,0.0,5.0
3563,2007,12,toyota,12.0,0.0,6.0
3564,2007,12,super_aguri,4.0,0.0,7.0
3565,2007,12,honda,1.0,0.0,8.0
3566,2007,12,toro_rosso,0.0,0.0,9.0
3567,2007,12,spyker,0.0,0.0,10.0
3568,2007,12,mclaren,138.0,6.0,11.0
3569,2007,13,ferrari,137.0,6.0,1.0
3570,2007,13,bmw_sauber,77.0,0.0,2.0
3571,2007,13,renault,36.0,0.0,3.0
3572,2007,13,williams,22.0,0.0,4.0
3573,2007,13,red_bull,16.0,0.0,5.0
3574,2007,13,toyota,12.0,0.0,6.0
3575,2007,13,super_aguri,4.0,0.0,7.0
3576,2007,13,honda,1.0,0.0,8.0
3577,2007,13,toro_rosso,0.0,0.0,9.0
3578,2007,13,spyker,0.0,0.0,10.0
3579,2007,13,mclaren,148.0,6.0,11.0
3580,2007,14,ferrari,143.0,6.0,1.0
3581,2007,14,bmw_sauber,86.0,0.0,2.0
3582,2007,14,renault,38.0,0.0,3.0
3583,2007,14,williams,25.0,0.0,4.0
3584,2007,14,red_bull,16.0,0.0,5.0
3585,2007,14,toyota,12.0,0.0,6.0
3586,2007,14,super_aguri,4.0,0.0,7.0
3587,2007,14,honda,2.0,0.0,8.0
3588,2007,14,toro_rosso,0.0,0.0,9.0
3589,2007,14,spyker,0.0,0.0,10.0
3590,2007,14,mclaren,166.0,7.0,11.0
3591,2007,15,ferrari,161.0,7.0,1.0
3592,2007,15,bmw_sauber,90.0,0.0,2.0
3593,2007,15,renault,39.0,0.0,3.0
3594,2007,15,williams,28.0,0.0,4.0
3595,2007,15,red_bull,18.0,0.0,5.0
3596,2007,15,toyota,12.0,0.0,6.0
3597,2007,15,super_aguri,4.0,0.0,7.0
3598,2007,15,honda,2.0,0.0,8.0
3599,2007,15,spyker,0.0,0.0,10.0
3600,2007,15,toro_rosso,0.0,0.0,9.0
3601,2007,15,mclaren,192.0,7.0,11.0
3602,2007,16,ferrari,170.0,7.0,1.0
3603,2007,16,bmw_sauber,92.0,0.0,2.0
3604,2007,16,renault,51.0,0.0,3.0
3605,2007,16,williams,28.0,0.0,4.0
3606,2007,16,red_bull,23.0,0.0,5.0
3607,2007,16,toyota,12.0,0.0,6.0
3608,2007,16,toro_rosso,0.0,0.0,10.0
3609,2007,16,honda,2.0,0.0,8.0
3610,2007,16,super_aguri,4.0,0.0,7.0
3611,2007,16,spyker,1.0,0.0,9.0
3612,2007,16,mclaren,202.0,8.0,11.0
3613,2007,17,ferrari,186.0,8.0,1.0
3614,2007,17,bmw_sauber,94.0,0.0,2.0
3615,2007,17,renault,51.0,0.0,3.0
3616,2007,17,williams,28.0,0.0,4.0
3617,2007,17,red_bull,24.0,0.0,5.0
3618,2007,17,toyota,12.0,0.0,6.0
3619,2007,17,toro_rosso,8.0,0.0,7.0
3620,2007,17,honda,6.0,0.0,8.0
3621,2007,17,super_aguri,4.0,0.0,9.0
3622,2007,17,spyker,1.0,0.0,10.0
3623,2007,17,mclaren,210.0,8.0,11.0
3624,2008,1,mclaren,0.0,0.0,0.0
3625,2008,1,williams,0.0,0.0,0.0
3626,2008,1,bmw_sauber,0.0,0.0,0.0
3627,2008,1,renault,0.0,0.0,0.0
3628,2008,1,toro_rosso,0.0,0.0,0.0
3629,2008,1,ferrari,0.0,0.0,0.0
3630,2008,2,mclaren,14.0,1.0,1.0
3631,2008,2,bmw_sauber,8.0,0.0,3.0
3632,2008,2,ferrari,1.0,0.0,6.0
3633,2008,2,williams,9.0,0.0,2.0
3634,2008,2,renault,5.0,0.0,4.0
3635,2008,2,toyota,0.0,0.0,0.0
3636,2008,2,red_bull,0.0,0.0,0.0
3637,2008,2,toro_rosso,2.0,0.0,5.0
3638,2008,2,honda,0.0,0.0,0.0
3639,2008,2,force_india,0.0,0.0,0.0
3640,2008,2,super_aguri,0.0,0.0,0.0
3641,2008,3,bmw_sauber,19.0,0.0,2.0
3642,2008,3,ferrari,11.0,1.0,3.0
3643,2008,3,mclaren,24.0,1.0,1.0
3644,2008,3,williams,9.0,0.0,4.0
3645,2008,3,toyota,5.0,0.0,6.0
3646,2008,3,renault,6.0,0.0,5.0
3647,2008,3,red_bull,2.0,0.0,7.0
3648,2008,3,toro_rosso,2.0,0.0,8.0
3649,2008,3,honda,0.0,0.0,9.0
3650,2008,3,force_india,0.0,0.0,10.0
3651,2008,3,super_aguri,0.0,0.0,11.0
3652,2008,4,ferrari,29.0,2.0,2.0
3653,2008,4,bmw_sauber,30.0,0.0,1.0
3654,2008,4,mclaren,28.0,1.0,3.0
3655,2008,4,williams,10.0,0.0,4.0
3656,2008,4,toyota,8.0,0.0,5.0
3657,2008,4,red_bull,4.0,0.0,7.0
3658,2008,4,renault,6.0,0.0,6.0
3659,2008,4,honda,0.0,0.0,9.0
3660,2008,4,toro_rosso,2.0,0.0,8.0
3661,2008,4,force_india,0.0,0.0,10.0
3662,2008,4,super_aguri,0.0,0.0,11.0
3663,2008,5,ferrari,47.0,3.0,1.0
3664,2008,5,bmw_sauber,35.0,0.0,2.0
3665,2008,5,mclaren,34.0,1.0,3.0
3666,2008,5,williams,12.0,0.0,4.0
3667,2008,5,red_bull,8.0,0.0,6.0
3668,2008,5,toyota,9.0,0.0,5.0
3669,2008,5,renault,6.0,0.0,7.0
3670,2008,5,honda,3.0,0.0,8.0
3671,2008,5,toro_rosso,2.0,0.0,9.0
3672,2008,5,force_india,0.0,0.0,10.0
3673,2008,5,super_aguri,0.0,0.0,11.0
3674,2008,6,ferrari,63.0,4.0,1.0
3675,2008,6,mclaren,42.0,1.0,3.0
3676,2008,6,bmw_sauber,44.0,0.0,2.0
3677,2008,6,williams,13.0,0.0,4.0
3678,2008,6,red_bull,10.0,0.0,5.0
3679,2008,6,toyota,9.0,0.0,6.0
3680,2008,6,renault,9.0,0.0,7.0
3681,2008,6,toro_rosso,2.0,0.0,9.0
3682,2008,6,honda,3.0,0.0,8.0
3683,2008,6,force_india,0.0,0.0,10.0
3684,2008,6,super_aguri,0.0,0.0,11.0
3685,2008,7,ferrari,69.0,4.0,1.0
3686,2008,7,bmw_sauber,52.0,0.0,3.0
3687,2008,7,mclaren,53.0,2.0,2.0
3688,2008,7,red_bull,15.0,0.0,5.0
3689,2008,7,toyota,9.0,0.0,6.0
3690,2008,7,williams,15.0,0.0,4.0
3691,2008,7,renault,9.0,0.0,7.0
3692,2008,7,honda,6.0,0.0,9.0
3693,2008,7,toro_rosso,6.0,0.0,8.0
3694,2008,7,force_india,0.0,0.0,10.0
3695,2008,7,super_aguri,0.0,0.0,11.0
3696,2008,8,ferrari,73.0,4.0,1.0
3697,2008,8,bmw_sauber,70.0,1.0,2.0
3698,2008,8,mclaren,53.0,2.0,3.0
3699,2008,8,red_bull,21.0,0.0,4.0
3700,2008,8,toyota,17.0,0.0,5.0
3701,2008,8,williams,15.0,0.0,6.0
3702,2008,8,renault,9.0,0.0,7.0
3703,2008,8,honda,8.0,0.0,8.0
3704,2008,8,toro_rosso,7.0,0.0,9.0
3705,2008,8,force_india,0.0,0.0,10.0
3706,2008,8,super_aguri,0.0,0.0,11.0
3707,2008,9,ferrari,91.0,5.0,1.0
3708,2008,9,bmw_sauber,74.0,1.0,2.0
3709,2008,9,mclaren,58.0,2.0,3.0
3710,2008,9,toyota,23.0,0.0,5.0
3711,2008,9,red_bull,24.0,0.0,4.0
3712,2008,9,williams,15.0,0.0,6.0
3713,2008,9,renault,12.0,0.0,7.0
3714,2008,9,honda,8.0,0.0,8.0
3715,2008,9,toro_rosso,7.0,0.0,9.0
3716,2008,9,force_india,0.0,0.0,10.0
3717,2008,9,super_aguri,0.0,0.0,11.0
3718,2008,10,ferrari,96.0,5.0,1.0
3719,2008,10,bmw_sauber,82.0,1.0,2.0
3720,2008,10,mclaren,72.0,3.0,3.0
3721,2008,10,toyota,25.0,0.0,4.0
3722,2008,10,red_bull,24.0,0.0,5.0
3723,2008,10,renault,15.0,0.0,7.0
3724,2008,10,williams,16.0,0.0,6.0
3725,2008,10,honda,14.0,0.0,8.0
3726,2008,10,toro_rosso,7.0,0.0,9.0
3727,2008,10,force_india,0.0,0.0,10.0
3728,2008,10,super_aguri,0.0,0.0,11.0
3729,2008,11,ferrari,105.0,5.0,1.0
3730,2008,11,mclaren,86.0,4.0,3.0
3731,2008,11,bmw_sauber,89.0,1.0,2.0
3732,2008,11,toyota,25.0,0.0,4.0
3733,2008,11,renault,23.0,0.0,6.0
3734,2008,11,red_bull,24.0,0.0,5.0
3735,2008,11,williams,16.0,0.0,7.0
3736,2008,11,honda,14.0,0.0,8.0
3737,2008,11,toro_rosso,8.0,0.0,9.0
3738,2008,11,force_india,0.0,0.0,10.0
3739,2008,11,super_aguri,0.0,0.0,11.0
3740,2008,12,ferrari,111.0,5.0,1.0
3741,2008,12,mclaren,100.0,5.0,2.0
3742,2008,12,bmw_sauber,90.0,1.0,3.0
3743,2008,12,toyota,35.0,0.0,4.0
3744,2008,12,renault,31.0,0.0,5.0
3745,2008,12,red_bull,24.0,0.0,6.0
3746,2008,12,williams,16.0,0.0,7.0
3747,2008,12,honda,14.0,0.0,8.0
3748,2008,12,toro_rosso,8.0,0.0,9.0
3749,2008,12,force_india,0.0,0.0,10.0
3750,2008,12,super_aguri,0.0,0.0,11.0
3751,2008,13,ferrari,121.0,6.0,1.0
3752,2008,13,mclaren,113.0,5.0,2.0
3753,2008,13,bmw_sauber,96.0,1.0,3.0
3754,2008,13,toyota,41.0,0.0,4.0
3755,2008,13,renault,31.0,0.0,5.0
3756,2008,13,red_bull,24.0,0.0,6.0
3757,2008,13,williams,17.0,0.0,7.0
3758,2008,13,toro_rosso,11.0,0.0,9.0
3759,2008,13,honda,14.0,0.0,8.0
3760,2008,13,force_india,0.0,0.0,10.0
3761,2008,13,super_aguri,0.0,0.0,11.0
3762,2008,14,ferrari,131.0,7.0,1.0
3763,2008,14,mclaren,119.0,5.0,2.0
3764,2008,14,bmw_sauber,107.0,1.0,3.0
3765,2008,14,toyota,41.0,0.0,4.0
3766,2008,14,renault,36.0,0.0,5.0
3767,2008,14,toro_rosso,17.0,0.0,8.0
3768,2008,14,red_bull,25.0,0.0,6.0
3769,2008,14,williams,17.0,0.0,7.0
3770,2008,14,honda,14.0,0.0,9.0
3771,2008,14,force_india,0.0,0.0,10.0
3772,2008,14,super_aguri,0.0,0.0,11.0
3773,2008,15,mclaren,129.0,5.0,2.0
3774,2008,15,ferrari,134.0,7.0,1.0
3775,2008,15,bmw_sauber,117.0,1.0,3.0
3776,2008,15,renault,41.0,0.0,5.0
3777,2008,15,toyota,41.0,0.0,4.0
3778,2008,15,toro_rosso,27.0,1.0,6.0
3779,2008,15,red_bull,26.0,0.0,7.0
3780,2008,15,williams,17.0,0.0,8.0
3781,2008,15,honda,14.0,0.0,9.0
3782,2008,15,force_india,0.0,0.0,10.0
3783,2008,15,super_aguri,0.0,0.0,11.0
3784,2008,16,ferrari,134.0,7.0,2.0
3785,2008,16,mclaren,135.0,5.0,1.0
3786,2008,16,bmw_sauber,120.0,1.0,3.0
3787,2008,16,renault,51.0,1.0,4.0
3788,2008,16,toyota,46.0,0.0,5.0
3789,2008,16,toro_rosso,31.0,1.0,6.0
3790,2008,16,red_bull,28.0,0.0,7.0
3791,2008,16,williams,26.0,0.0,8.0
3792,2008,16,honda,14.0,0.0,9.0
3793,2008,16,force_india,0.0,0.0,10.0
3794,2008,16,super_aguri,0.0,0.0,11.0
3795,2008,17,ferrari,142.0,7.0,1.0
3796,2008,17,mclaren,135.0,5.0,2.0
3797,2008,17,bmw_sauber,128.0,1.0,3.0
3798,2008,17,renault,66.0,2.0,4.0
3799,2008,17,toyota,50.0,0.0,5.0
3800,2008,17,toro_rosso,34.0,1.0,6.0
3801,2008,17,red_bull,29.0,0.0,7.0
3802,2008,17,williams,26.0,0.0,8.0
3803,2008,17,honda,14.0,0.0,9.0
3804,2008,17,force_india,0.0,0.0,10.0
3805,2008,17,super_aguri,0.0,0.0,11.0
3806,2008,18,ferrari,156.0,7.0,1.0
3807,2008,18,mclaren,145.0,6.0,2.0
3808,2008,18,bmw_sauber,135.0,1.0,3.0
3809,2008,18,renault,72.0,2.0,4.0
3810,2008,18,toyota,52.0,0.0,5.0
3811,2008,18,toro_rosso,34.0,1.0,6.0
3812,2008,18,red_bull,29.0,0.0,7.0
3813,2008,18,williams,26.0,0.0,8.0
3814,2008,18,honda,14.0,0.0,9.0
3815,2008,18,force_india,0.0,0.0,10.0
3816,2008,18,super_aguri,0.0,0.0,11.0
3817,2009,1,brawn,0.0,0.0,0.0
3818,2009,1,toyota,0.0,0.0,0.0
3819,2009,1,renault,0.0,0.0,0.0
3820,2009,1,williams,0.0,0.0,0.0
3821,2009,1,toro_rosso,0.0,0.0,0.0
3822,2009,1,force_india,0.0,0.0,0.0
3823,2009,1,bmw_sauber,0.0,0.0,0.0
3824,2009,1,red_bull,0.0,0.0,0.0
3825,2009,1,ferrari,0.0,0.0,0.0
3826,2009,2,brawn,18.0,1.0,1.0
3827,2009,2,toyota,11.0,0.0,2.0
3828,2009,2,bmw_sauber,0.0,0.0,7.0
3829,2009,2,renault,4.0,0.0,3.0
3830,2009,2,williams,3.0,0.0,4.0
3831,2009,2,toro_rosso,3.0,0.0,5.0
3832,2009,2,red_bull,0.0,0.0,8.0
3833,2009,2,mclaren,0.0,0.0,0.0
3834,2009,2,force_india,0.0,0.0,6.0
3835,2009,2,ferrari,0.0,0.0,9.0
3836,2009,3,brawn,25.0,2.0,1.0
3837,2009,3,red_bull,0.0,0.0,7.0
3838,2009,3,toyota,0.0,0.0,2.0
3839,2009,3,mclaren,1.0,0.0,8.0
3840,2009,3,bmw_sauber,4.0,0.0,3.0
3841,2009,3,renault,4.0,0.0,4.0
3842,2009,3,toro_rosso,3.0,0.0,6.0
3843,2009,3,williams,0.0,0.0,5.0
3844,2009,3,ferrari,0.0,0.0,10.0
3845,2009,3,force_india,0.0,0.0,9.0
3846,2009,4,brawn,36.0,2.0,1.0
3847,2009,4,red_bull,0.0,1.0,2.0
3848,2009,4,toyota,0.0,0.0,3.0
3849,2009,4,mclaren,8.0,0.0,4.0
3850,2009,4,renault,4.0,0.0,6.0
3851,2009,4,bmw_sauber,4.0,0.0,5.0
3852,2009,4,toro_rosso,4.0,0.0,7.0
3853,2009,4,williams,0.0,0.0,8.0
3854,2009,4,ferrari,0.0,0.0,9.0
3855,2009,4,force_india,0.0,0.0,10.0
3856,2009,5,brawn,50.0,3.0,1.0
3857,2009,5,red_bull,0.0,1.0,2.0
3858,2009,5,toyota,0.0,0.0,3.0
3859,2009,5,mclaren,13.0,0.0,4.0
3860,2009,5,renault,5.0,0.0,5.0
3861,2009,5,bmw_sauber,4.0,0.0,6.0
3862,2009,5,ferrari,3.0,0.0,9.0
3863,2009,5,williams,0.0,0.0,8.0
3864,2009,5,toro_rosso,4.0,0.0,7.0
3865,2009,5,force_india,0.0,0.0,10.0
3866,2009,6,brawn,68.0,4.0,1.0
3867,2009,6,red_bull,0.0,1.0,2.0
3868,2009,6,toyota,0.0,0.0,3.0
3869,2009,6,ferrari,6.0,0.0,7.0
3870,2009,6,mclaren,13.0,0.0,4.0
3871,2009,6,renault,9.0,0.0,5.0
3872,2009,6,williams,0.0,0.0,8.0
3873,2009,6,bmw_sauber,6.0,0.0,6.0
3874,2009,6,toro_rosso,4.0,0.0,9.0
3875,2009,6,force_india,0.0,0.0,10.0
3876,2009,7,brawn,86.0,5.0,1.0
3877,2009,7,red_bull,0.0,1.0,2.0
3878,2009,7,toyota,0.0,0.0,3.0
3879,2009,7,ferrari,17.0,0.0,4.0
3880,2009,7,mclaren,13.0,0.0,5.0
3881,2009,7,williams,0.0,0.0,7.0
3882,2009,7,renault,11.0,0.0,6.0
3883,2009,7,bmw_sauber,6.0,0.0,8.0
3884,2009,7,toro_rosso,5.0,0.0,9.0
3885,2009,7,force_india,0.0,0.0,10.0
3886,2009,8,brawn,96.0,6.0,1.0
3887,2009,8,red_bull,0.0,1.0,2.0
3888,2009,8,toyota,0.0,0.0,3.0
3889,2009,8,ferrari,20.0,0.0,4.0
3890,2009,8,williams,0.0,0.0,6.0
3891,2009,8,mclaren,13.0,0.0,5.0
3892,2009,8,renault,11.0,0.0,7.0
3893,2009,8,bmw_sauber,8.0,0.0,8.0
3894,2009,8,toro_rosso,5.0,0.0,9.0
3895,2009,8,force_india,0.0,0.0,10.0
3896,2009,9,brawn,105.0,6.0,1.0
3897,2009,9,red_bull,0.0,2.0,2.0
3898,2009,9,toyota,0.0,0.0,3.0
3899,2009,9,ferrari,26.0,0.0,4.0
3900,2009,9,williams,0.0,0.0,5.0
3901,2009,9,mclaren,13.0,0.0,6.0
3902,2009,9,renault,11.0,0.0,7.0
3903,2009,9,bmw_sauber,8.0,0.0,8.0
3904,2009,9,toro_rosso,5.0,0.0,9.0
3905,2009,9,force_india,0.0,0.0,10.0
3906,2009,10,brawn,112.0,6.0,1.0
3907,2009,10,red_bull,0.0,3.0,2.0
3908,2009,10,ferrari,32.0,0.0,4.0
3909,2009,10,toyota,0.0,0.0,3.0
3910,2009,10,mclaren,14.0,0.0,6.0
3911,2009,10,williams,0.0,0.0,5.0
3912,2009,10,renault,13.0,0.0,7.0
3913,2009,10,bmw_sauber,8.0,0.0,8.0
3914,2009,10,toro_rosso,5.0,0.0,9.0
3915,2009,10,force_india,0.0,0.0,10.0
3916,2009,11,brawn,114.0,6.0,1.0
3917,2009,11,red_bull,0.0,3.0,2.0
3918,2009,11,ferrari,40.0,0.0,3.0
3919,2009,11,mclaren,28.0,1.0,5.0
3920,2009,11,toyota,0.0,0.0,4.0
3921,2009,11,williams,0.0,0.0,6.0
3922,2009,11,renault,13.0,0.0,7.0
3923,2009,11,bmw_sauber,8.0,0.0,8.0
3924,2009,11,toro_rosso,5.0,0.0,9.0
3925,2009,11,force_india,0.0,0.0,10.0
3926,2009,12,brawn,126.0,7.0,1.0
3927,2009,12,red_bull,0.0,3.0,2.0
3928,2009,12,ferrari,46.0,0.0,3.0
3929,2009,12,mclaren,41.0,1.0,4.0
3930,2009,12,toyota,0.0,0.0,5.0
3931,2009,12,williams,0.0,0.0,6.0
3932,2009,12,bmw_sauber,9.0,0.0,8.0
3933,2009,12,renault,16.0,0.0,7.0
3934,2009,12,force_india,0.0,0.0,10.0
3935,2009,12,toro_rosso,5.0,0.0,9.0
3936,2009,13,brawn,128.0,7.0,1.0
3937,2009,13,red_bull,0.0,3.0,2.0
3938,2009,13,ferrari,56.0,1.0,3.0
3939,2009,13,mclaren,44.0,1.0,4.0
3940,2009,13,toyota,0.0,0.0,5.0
3941,2009,13,williams,0.0,0.0,6.0
